,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.4254024242263261,0.08706060067771398,3.8138657976179573
S Learner (XGB),0.18747243952742942,0.04790659011059534,0.24768726689186804
S Learner (SVR),0.34613283233721304,0.050816409931214244,0.28193384103083036
S Learner (Bagging_SVR),0.3416023240146282,0.04850090780916428,0.27177251348391435
S Learner (Adaboost_SVR),0.3003833288127431,0.05852475868307226,0.24591715652293908
S Learner (Adaboost_MLP),0.2786334954952874,0.13757252316725707,0.4608798590319082
T Learner (LR),0.40567669801350226,0.05453457364361475,0.37801128478449264
T Learner (XGB),0.16249056727331945,0.35689972510802237,0.7643625347325684
T Learner (SVR),0.39041064140859527,0.2956793619058267,0.7690752657584958
T Learner (Bagging_SVR),0.40022405155919594,0.24765189639884305,0.6801719942047435
T Learner (Adaboost_SVR),0.36301792229845997,0.40285832298355767,0.8617479914860934
T Learner (Adaboost_MLP),0.3051119668933884,0.8014496104116664,1.1905598438890659
X Learner (LR),0.4056766980135018,0.054534573643614706,0.37801128478449264
X Learner (XGB),0.0831142697339855,0.12049917665563394,0.24619145556781064
X Learner (SVR),0.36204210014720406,0.1519370111798989,0.5197869648832628
X Learner (Bagging_SVR),0.36992404842855464,0.13063837898723454,0.4788486114818909
X Learner (Adaboost_SVR),0.33626561920925546,0.18740424009290838,0.5810635863309598
X Learner (Adaboost_MLP),0.313019355045671,0.5005235158055513,0.9842718934818269
