,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.17036035991561804,0.04652829734337106,3.2849980781060117
S Learner (XGB),0.1590033169595393,0.30505256953660626,0.708434952420379
S Learner (SVR),0.04868830697840343,0.08809023845070317,0.37640370680192725
S Learner (Bagging_SVR),0.046825017866118035,0.09363067213721216,0.42504976033664954
S Learner (Adaboost_SVR),0.06546763655564292,0.14814416271448308,0.40460790000482055
S Learner (Adaboost_MLP),0.06906057683373368,0.03970344424251413,0.15808147874609269
T Learner (LR),0.19703015366508958,0.02394170144878383,0.24430154874008025
T Learner (XGB),0.03158162095290318,1.4128924008602006,1.5785496239852879
T Learner (SVR),0.07889669247561182,0.17797777770367737,0.5053153217950184
T Learner (Bagging_SVR),0.21559996948051863,0.1564285352938191,0.5460660439773434
T Learner (Adaboost_SVR),0.10116783571410282,0.258323240888028,0.7705796865937964
T Learner (Adaboost_MLP),0.04247602136569184,0.0377828552009168,0.21142363870018832
X Learner (LR),0.19703015366509025,0.023941701448783843,0.24430154874008025
X Learner (XGB),0.09590569056650389,0.6232505292813462,1.215789160235213
X Learner (SVR),0.00282835660974734,0.10150936061305929,0.3505376292243448
X Learner (Bagging_SVR),0.12408934062267218,0.07983822604852443,0.37006597434060157
X Learner (Adaboost_SVR),0.1457080741217851,0.1498337398532827,0.4402026163941375
X Learner (Adaboost_MLP),0.031228348752706747,0.029285332172703793,0.16828025304962596
