,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.4950781092254788,0.10472982220036259,4.179089552272226
S Learner (XGB),0.3701654103228851,0.42770591163123456,0.964342373775102
S Learner (SVR),0.40385632514286063,0.16754490048566717,0.7954751471019237
S Learner (Bagging_SVR),0.44017879990794295,0.13548880041666433,0.688813464560989
S Learner (Adaboost_SVR),0.26972666677314727,0.22655163918562926,0.5519127712833863
S Learner (Adaboost_MLP),0.5773626966270422,0.13482008240475263,0.9730614260300616
T Learner (LR),0.4673322580455992,0.12770652724755932,0.7414998418340788
T Learner (XGB),0.483659136977479,1.1638071699091401,1.4517765986685265
T Learner (SVR),0.5703771652208844,0.3190279544231098,1.0088370120352255
T Learner (Bagging_SVR),0.6918826233017554,0.3041115822105874,0.9132902803732591
T Learner (Adaboost_SVR),0.3941371213279925,0.43175965661465937,0.8417449578322855
T Learner (Adaboost_MLP),0.6464828210482587,0.1699801145134181,0.9749119638072071
X Learner (LR),0.4673322580455985,0.1277065272475591,0.7414998418340788
X Learner (XGB),0.4704498864477773,0.41394535628638396,0.9076826183850644
X Learner (SVR),0.4669168265570647,0.17338770841812234,0.7367717125906105
X Learner (Bagging_SVR),0.5737656715812276,0.17547181016262084,0.7860184774179582
X Learner (Adaboost_SVR),0.28634483872412164,0.24831905215036174,0.5508608651148347
X Learner (Adaboost_MLP),0.5004191332127512,0.12005763095265028,0.763235594100363
