,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.23273017618488723,0.054649256243588004,4.172576298044913
S Learner (XGB),0.1718534805663975,0.3356447871155689,0.8065546094631778
S Learner (SVR),0.06729513937177634,0.044577467435180186,0.7129140338441198
S Learner (Bagging_SVR),0.1042100778435997,0.045083905077466804,0.8655106161024052
S Learner (Adaboost_SVR),0.007050553899062173,0.050445615804849006,0.37892491047265536
S Learner (Adaboost_MLP),0.19285435785842764,0.08715914963249366,0.19084965108694565
T Learner (LR),0.3011296205352336,2.264992824792422,1.729021440724034
T Learner (XGB),0.3756581248431037,1.5282958820484034,1.4775934857986355
T Learner (SVR),0.4724916827802763,0.48908998062877596,1.080361216071504
T Learner (Bagging_SVR),0.5937204580619946,0.4020238699319939,0.875107423216711
T Learner (Adaboost_SVR),0.5334710107102667,0.8412253037489787,1.0252455091252153
T Learner (Adaboost_MLP),0.4360792180347952,1.5137197331105845,1.48007445312477
X Learner (LR),0.3011296205352323,2.2649928247924227,1.729021440724034
X Learner (XGB),0.15783690582219734,0.3981253397577387,0.7890575984363507
X Learner (SVR),0.4210919624475802,0.1729572375617605,0.5002283258762407
X Learner (Bagging_SVR),0.55139659072084,0.1764574857571042,0.7056818136724685
X Learner (Adaboost_SVR),0.4572656451969779,0.23936687531948592,0.6382862582161432
X Learner (Adaboost_MLP),0.3602135309806398,0.784145448837418,1.2354397979823002
