,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.09739422955309984,0.04346607766975195,3.126923812892634
S Learner (XGB),0.3997329309393519,0.31461732217784666,1.2044596748815495
S Learner (SVR),0.11256438284294279,0.19147326499211142,0.9508609272220335
S Learner (Bagging_SVR),0.09487574475787053,0.16147289163272,0.8810022564270208
S Learner (Adaboost_SVR),0.17567629758750902,0.3140813933623117,0.8097088445205685
S Learner (Adaboost_MLP),0.08948207481590686,0.05519634872015343,0.7648478065472707
T Learner (LR),0.042380244946707446,0.15133097916603303,0.8772596921239698
T Learner (XGB),0.308507518657658,2.0539085058417137,1.9822440278736262
T Learner (SVR),0.06281084685779192,0.30615267946274144,1.092882709846378
T Learner (Bagging_SVR),0.06295752606707095,0.30441230658786356,0.881732757356072
T Learner (Adaboost_SVR),0.05916779270214367,0.5147668673602028,1.2032584951395633
T Learner (Adaboost_MLP),0.26854704068713997,0.13701108772949175,0.8707936529535084
X Learner (LR),0.04238024494670789,0.15133097916603278,0.8772596921239698
X Learner (XGB),0.43593839004911583,1.0883628770582823,1.6992431169030562
X Learner (SVR),0.028145913359198138,0.15136012013599257,0.7953603609849097
X Learner (Bagging_SVR),0.16685776425817955,0.13727325280721264,0.8124829613407228
X Learner (Adaboost_SVR),0.13269999878120786,0.3545289900078533,0.8694119327976918
X Learner (Adaboost_MLP),0.2275289686682016,0.14498690443263557,0.6767198523399994
