,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.5963215410659259,0.12287664189655541,4.187487820164448
S Learner (XGB),0.8338818075585941,0.2324659868913856,2.6268687929138403
S Learner (SVR),0.36218763065399606,0.07326851139040018,1.3729139628077418
S Learner (Bagging_SVR),0.4480065305446862,0.08840902896350512,1.5907416756092978
S Learner (Adaboost_SVR),0.39661914945052934,0.08273440978765226,0.973071413948057
S Learner (Adaboost_MLP),0.3757159633568504,0.08777368153496595,0.6327503742040571
T Learner (LR),2.5511993463817815,39.26892104690293,2.325865372809709
T Learner (XGB),0.022548795976514158,1.3282781007077527,1.405657994526863
T Learner (SVR),0.3483059299635629,0.44906726500079686,1.287496325316038
T Learner (Bagging_SVR),0.374462779504819,0.3175218006099934,0.8871275410958782
T Learner (Adaboost_SVR),0.30867818747298736,0.6485048167350427,0.8461566531392788
T Learner (Adaboost_MLP),0.06951223597773648,1.0302331238450437,1.2513088269193626
X Learner (LR),2.49862001576186,39.49290314053996,2.3576584220987407
X Learner (XGB),0.4004920177114111,0.45060103547590286,0.9170040240336671
X Learner (SVR),0.23895441067945367,0.11555955259670686,0.3309325812390121
X Learner (Bagging_SVR),0.27249979520529233,0.092944130487217,0.4014814066406992
X Learner (Adaboost_SVR),0.158706806252763,0.12929431970009414,0.2854106432634743
X Learner (Adaboost_MLP),0.20903731938830383,0.424905106641212,0.7810004736251458
