,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.6356259936790463,0.14571780656087502,3.747472142338026
S Learner (XGB),0.5552281029607464,0.7598332016758894,1.255018288664938
S Learner (SVR),0.7628230688904174,0.2956615706990847,1.2582394280557954
S Learner (Bagging_SVR),0.7431125931668405,0.28246754393822004,1.6015369660794456
S Learner (Adaboost_SVR),0.5367575206036748,0.26578640037134427,1.0994406682007365
S Learner (Adaboost_MLP),0.5139849096937652,0.08953603099037247,1.24209134259656
T Learner (LR),0.59493478999636,0.15609429124773008,1.1653035422737135
T Learner (XGB),0.571934403420638,1.3978552383040317,1.5926215451964028
T Learner (SVR),0.8496834019109578,0.3840626215806881,1.3971508248923152
T Learner (Bagging_SVR),0.9636087971311968,0.41713624471967137,1.4412810402189953
T Learner (Adaboost_SVR),0.6679012901979529,0.413210097833128,1.1655191473874789
T Learner (Adaboost_MLP),0.4459749360890366,0.1278456668246551,0.8271390752080914
X Learner (LR),0.5949347899963595,0.15609429124772994,1.1653035422737135
X Learner (XGB),0.3199646327810144,0.5969945147286861,1.261320245529754
X Learner (SVR),0.6965518720449766,0.23530568064685053,1.3814132642592105
X Learner (Bagging_SVR),0.7832376193043074,0.23475069746615188,1.4958279209062184
X Learner (Adaboost_SVR),0.42361183242021094,0.1769929162931317,1.0815228195382862
X Learner (Adaboost_MLP),0.35380271092579574,0.08733877465117389,0.6555274216483381
