,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.3037111533002912,0.06484037125221943,3.732886091528214
S Learner (XGB),0.04049906752869448,0.21664349400082744,0.35074721043307244
S Learner (SVR),0.050750694792041084,0.08510532042550877,0.08407363492637417
S Learner (Bagging_SVR),0.1254035111917946,0.09138285977070439,0.1482553689206623
S Learner (Adaboost_SVR),0.006816746455779343,0.12417639336454497,0.2678943934805351
S Learner (Adaboost_MLP),0.018524896945481095,0.08343759963551631,0.3607741522877901
T Learner (LR),0.30166948515686776,0.029045606782280322,0.24257289701595058
T Learner (XGB),0.08850561130874568,2.300931608204527,1.6345117858726919
T Learner (SVR),0.05493176209776762,0.17002173157412123,0.3334929040488062
T Learner (Bagging_SVR),0.03694860194153837,0.16716223627768528,0.28321691997766635
T Learner (Adaboost_SVR),0.00440983093300551,0.21423833907598225,0.4725369751962911
T Learner (Adaboost_MLP),0.07479930034912097,0.11324163299165951,0.4318304804837826
X Learner (LR),0.3016694851568691,0.029045606782280565,0.24257289701595058
X Learner (XGB),0.018831004985443656,1.0287255918204097,1.246965085302772
X Learner (SVR),0.030274942539727734,0.14268119955468267,0.24109015282927676
X Learner (Bagging_SVR),0.0031977986165756533,0.13133870601571965,0.18816102779550797
X Learner (Adaboost_SVR),0.017769379161093335,0.17256504256450428,0.4470511375683608
X Learner (Adaboost_MLP),0.10204930251296962,0.1123936615322098,0.37649175548357633
