,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.5853958594885946,0.1274315668221289,4.54893976401187
S Learner (XGB),0.39448944971052136,0.959973790194583,1.1685347207538435
S Learner (SVR),0.2430184337611856,0.3406818380027222,0.8655670459233114
S Learner (Bagging_SVR),0.3259693629395739,0.29798532070371175,0.6549493712246337
S Learner (Adaboost_SVR),0.6618776061986855,0.7433253731405834,0.9847485696579413
S Learner (Adaboost_MLP),0.9163568591571645,0.5725079593342356,1.255542731461657
T Learner (LR),0.5576134317099608,0.3330361831426983,0.928865365393636
T Learner (XGB),0.5997289924014175,5.52104385018727,1.9621210549167685
T Learner (SVR),0.47929473506715237,0.5929900631350182,1.1000570460235073
T Learner (Bagging_SVR),0.5289802300749806,0.5326795009838281,0.8870827029427545
T Learner (Adaboost_SVR),0.7812917537380253,0.8985055814569298,1.2505459103157663
T Learner (Adaboost_MLP),0.9259680713576735,0.5347070098377075,1.3452236832602331
X Learner (LR),0.5576134317099608,0.333036183142698,0.928865365393636
X Learner (XGB),0.572881835248243,2.4726134709479997,1.7693092717910432
X Learner (SVR),0.3240572274953559,0.4034529866549619,0.9164252011312625
X Learner (Bagging_SVR),0.460079114684975,0.4076912067993568,0.739412657129239
X Learner (Adaboost_SVR),0.5899132592726015,0.6292256635620526,1.042244728996093
X Learner (Adaboost_MLP),0.821031000518291,0.4692675824658258,1.0692625780201752
