,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.14537059281039078,0.042818918255036184,3.421541161787144
S Learner (XGB),0.4267038810744419,1.2211498077988983,1.4187341005970662
S Learner (SVR),1.7630898767399907,2.3455148611983443,1.457170085438826
S Learner (Bagging_SVR),1.453845317482092,2.696005260786036,1.4494305313907705
S Learner (Adaboost_SVR),1.197546126762366,3.112442754786093,1.6967560610693342
S Learner (Adaboost_MLP),0.19561901898745537,0.5378054226266236,1.0993338999121187
T Learner (LR),0.16668257876049597,1.9939745479283806,1.7419089603894262
T Learner (XGB),0.7309881937856872,36.76069092361121,2.3825199608421896
T Learner (SVR),2.607727438033173,3.6522180619729245,1.872541052939688
T Learner (Bagging_SVR),2.4135720998360144,4.107472778857975,1.664014239740098
T Learner (Adaboost_SVR),1.5485557507900856,2.7826832952554525,1.7773295181989357
T Learner (Adaboost_MLP),0.9888906777683992,0.7875397705877751,1.2960181881530743
X Learner (LR),0.1666825787604973,1.9939745479283801,1.7419089603894262
X Learner (XGB),0.48288266012505754,17.732867216680237,2.221457131527359
X Learner (SVR),2.82000443743709,2.83033480197044,2.095859273180204
X Learner (Bagging_SVR),2.60607046584503,3.025786814187852,1.7418021129800594
X Learner (Adaboost_SVR),1.1374718427265722,1.5575457875854233,1.4908592336547313
X Learner (Adaboost_MLP),0.46339406022959584,0.2246612073995034,0.7646935041837535
