,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.07741454066099451,0.04259433282725185,2.996021657085946
S Learner (XGB),0.5322946841314917,4.071158481588254,2.1842357982013865
S Learner (SVR),0.15435283310750314,1.4518518531636473,1.3120373548103124
S Learner (Bagging_SVR),0.6132235914056932,1.5732448725398547,1.3630798196740284
S Learner (Adaboost_SVR),0.305144447830491,3.08100724004752,1.7637839209293436
S Learner (Adaboost_MLP),0.7683631107515687,2.033934151399528,1.763845854176592
T Learner (LR),0.10124001038472863,1.0732963099440884,1.5743333932480164
T Learner (XGB),0.41812597759144676,115.9073748773822,2.527982583939925
T Learner (SVR),0.45910343223902617,2.5328660934138765,1.612732708290542
T Learner (Bagging_SVR),0.8323156676619332,2.5322574226106975,1.6389267398211795
T Learner (Adaboost_SVR),0.09865882549656191,4.515434390981587,1.8441177742854344
T Learner (Adaboost_MLP),0.7378142754206785,1.381998210749171,1.296320447249813
X Learner (LR),0.10124001038473018,1.0732963099440895,1.5743333932480164
X Learner (XGB),0.538185172622677,52.62996608637881,2.371195268507656
X Learner (SVR),0.8608176403237815,1.529374158088702,1.2742063822150407
X Learner (Bagging_SVR),1.0629420060591928,1.505125758562474,1.5067246637038345
X Learner (Adaboost_SVR),0.6080148295952494,2.531732524381738,1.888116168476689
X Learner (Adaboost_MLP),0.6389830047011551,0.5662873370840146,1.0775567362604523
