,Abs % Error of ATE,MSE,KL Divergence
Actuals,0.0,0.0,0.0
S Learner (LR),0.34411820872380505,0.07102728241208284,3.6416617808093594
S Learner (XGB),0.02797598965769299,0.38343584703020395,0.49210013739179465
S Learner (SVR),0.02830595522452284,0.28017098648287875,0.6598417704352587
S Learner (Bagging_SVR),0.05952606986419284,0.2899754873682587,0.6947542534604689
S Learner (Adaboost_SVR),0.08074597660128058,0.27999243736861573,0.6127485765674102
S Learner (Adaboost_MLP),0.0999626886710705,0.27778557424986083,0.682241799581947
T Learner (LR),0.32175394129114876,0.07603316706516457,0.40826074660600387
T Learner (XGB),0.005091752409658978,4.0907327264955535,1.7475626349394702
T Learner (SVR),0.010546635261655446,0.40988246457896094,0.8154520611943007
T Learner (Bagging_SVR),0.003808899036125135,0.45125604555599375,0.9189374822207723
T Learner (Adaboost_SVR),0.11364202940385648,0.4571719096482112,0.8688572083052618
T Learner (Adaboost_MLP),0.020027279523255448,0.3050204064695284,0.6848068255724694
X Learner (LR),0.32175394129114365,0.07603316706516386,0.40826074660600387
X Learner (XGB),0.05733490271755959,1.8857905086066704,1.3857866286051406
X Learner (SVR),0.015821158123111467,0.3534896634603263,0.733549724413023
X Learner (Bagging_SVR),0.02285743800901663,0.39321412789979804,0.8355203421936591
X Learner (Adaboost_SVR),0.09338858022031005,0.32005254606389,0.7012362316742404
X Learner (Adaboost_MLP),0.03864794869139676,0.2389694731582416,0.5594740980062328
